ID,Sample,negativity,neutrality,positivity,compound,polarity,subjectivity,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Verdadero,Misinformation,Desinformación,ProGob,ContraGob,NoVerificable,MisDisInformation,Propaganda
599,B,0,1,0,0,0.136363636,0.454545455,0,0.181818182,0,0,0,0,0.090909091,0,0,0.181818182,0,0,0,0,0,1,0,0
600,B,0,1,0,0,-0.083333333,0.283333333,0,0,0,0.045454545,0,0.090909091,0.045454545,0,0,0.045454545,1,0,0,0,1,0,0,1
601,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
602,B,0,1,0,0,0.25,0.333333333,0,0.0625,0,0,0,0.0625,0.125,0.0625,0,0,1,0,0,0,1,0,0,1
603,B,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0
604,B,0,0.908,0.092,0.5367,0.5,0.5,0,0.05,0,0.05,0,0.05,0.15,0,0,0.05,1,0,0,0,0,0,0,0
605,B,0,0.856,0.144,0.6369,0.4,0.4375,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0,0
606,B,0,1,0,0,0.151515152,0.416666667,0,0,0,0,0,0,0,0.090909091,0,0,1,0,0,0,0,0,0,0
607,B,0.298,0.702,0,-0.5267,-0.4,0.55,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,1,0,0,1
609,B,0.101,0.899,0,-0.6597,-0.226428571,0.590714286,0,0.041666667,0.041666667,0.041666667,0,0.083333333,0.125,0.041666667,0,0.083333333,0,0,0,0,0,1,0,0
610,B,0,1,0,0,0.6,0.9,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
612,B,0,0.796,0.204,0.3182,0.3,0.75,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,0,0,0,0
613,B,0.066,0.783,0.152,0.5267,0.357142857,0.571428571,0,0,0,0.045454545,0.045454545,0.045454545,0.136363636,0.045454545,0.045454545,0.045454545,1,0,0,0,0,0,0,0
615,B,0.07,0.877,0.053,-0.128,0,0,0.076923077,0,0,0.153846154,0,0.153846154,0.076923077,0.076923077,0,0,1,0,0,0,0,0,0,0
616,B,0,0.903,0.097,0.5106,0,0.147222222,0,0.130434783,0,0.086956522,0.043478261,0.043478261,0.173913043,0,0.086956522,0.130434783,0,1,0,0,0,0,1,0
618,B,0.101,0.899,0,-0.2263,0,0.1875,0,0,0,0,0,0,0,0,0,0.090909091,1,0,0,0,0,0,0,0
619,B,0.111,0.889,0,-0.4588,-0.3,0.2,0,0,0,0.0625,0,0.0625,0.0625,0,0,0,1,0,0,0,0,0,0,0
620,B,0.142,0.684,0.174,0.1531,0,0,0,0,0,0,0,0,0.142857143,0,0,0.285714286,1,0,0,0,0,0,0,0
621,B,0,0.757,0.243,0.8126,0.4375,0.3375,0,0,0,0,0,0,0,0,0,0.083333333,1,0,0,0,0,0,0,0
622,B,0,0.942,0.058,0.34,0,0,0,0,0,0.045454545,0,0.045454545,0.090909091,0,0,0.090909091,1,0,0,0,0,0,0,0
623,B,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0
624,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
625,B,0.145,0.855,0,-0.7288,0.11875,0.260416667,0.04,0,0.04,0.04,0,0.04,0.08,0.04,0,0.12,0,0,1,0,0,0,1,0
626,B,0.096,0.826,0.078,-0.1027,0.029166667,0.383333333,0,0,0,0,0,0,0.083333333,0.083333333,0,0,1,0,0,0,0,0,0,0
627,B,0,0.878,0.122,0.2023,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0
628,B,0.068,0.932,0,-0.1531,0,0,0,0.090909091,0,0.090909091,0.090909091,0,0.181818182,0,0.090909091,0,1,0,0,0,0,0,0,0
629,B,0,1,0,0,0.083333333,0.111111111,0,0,0,0,0,0.066666667,0.133333333,0,0,0.066666667,0,0,1,1,0,0,1,1
630,B,0.062,0.937,0,-0.296,0.225,0.441666667,0,0.05,0,0,0,0,0.05,0,0,0.05,1,0,0,0,0,0,0,0
631,B,0.159,0.745,0.096,-0.431,-0.078571429,0.419047619,0.107142857,0.035714286,0.107142857,0.107142857,0.107142857,0.214285714,0.214285714,0.035714286,0.071428571,0.107142857,0,0,1,0,1,0,1,1
632,B,0,0.86,0.14,0.673,-0.0625,0.270833333,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
633,B,0.143,0.857,0,-0.3612,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
634,B,0,0.901,0.099,0.5106,0.177777778,0.491666667,0,0,0,0,0,0,0.35,0,0,0.2,1,0,0,0,0,0,0,0
635,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
636,B,0.044,0.852,0.104,0.3071,0.156818182,0.386363636,0,0,0,0.0625,0,0.0625,0.0625,0.0625,0.0625,0,1,0,0,1,0,0,0,1
637,B,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,1,0,0,0,0,0,0,0
638,B,0,1,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,1,0,0,0,0,0,0,0
639,B,0,0.763,0.237,0.4215,0,0,0,0,0,0,0,0,0.25,0,0,0.25,1,0,0,0,0,0,0,0
640,B,0.181,0.594,0.225,0.4019,0.135,0.635,0.058823529,0,0,0.058823529,0,0.117647059,0.058823529,0.117647059,0,0.117647059,0,0,0,0,0,1,0,0
641,B,0,1,0,0,0,0.175,0,0.058823529,0,0.058823529,0.058823529,0,0.117647059,0,0.058823529,0,1,0,0,0,0,0,0,0
642,B,0,1,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,1,0,0,0,0,0,0,0
643,B,0.088,0.803,0.108,0.128,0,0,0,0.090909091,0,0,0.090909091,0.090909091,0.181818182,0.090909091,0,0.090909091,0,0,0,0,0,1,0,0
644,B,0.095,0.905,0,-0.25,0,0.066666667,0,0,0,0,0,0,0.083333333,0,0,0,1,0,0,0,0,0,0,0
645,B,0,0.861,0.139,0.4404,0.7,0.6,0,0.1,0,0,0.1,0,0.1,0,0.1,0.1,1,0,0,1,0,0,0,1
646,B,0,1,0,0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0,1,0,0,0,0,0,0,0
647,B,0.122,0.824,0.055,-0.2927,0.25,0.25,0,0.047619048,0,0.047619048,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0,0,1,0,0
648,B,0.148,0.852,0,-0.8074,0.15,0.45,0.052631579,0,0.105263158,0.105263158,0,0.105263158,0.052631579,0.052631579,0,0,0,0,1,0,1,0,1,1
649,B,0.14,0.79,0.07,-0.3182,0.25,0.333333333,0,0,0,0,0,0.117647059,0.058823529,0.058823529,0,0.117647059,0,0,0,0,0,0,0,0
650,B,0.071,0.929,0,-0.3182,0,0,0,0,0,0,0,0,0.052631579,0,0,0.210526316,1,0,0,0,0,0,0,0
651,B,0,0.909,0.091,0.2023,0.4,1,0,0,0,0,0,0,0.181818182,0,0,0.090909091,1,0,0,0,0,0,0,0
652,B,0.096,0.904,0,-0.4939,0.25,0.333333333,0.142857143,0,0,0.142857143,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0,1,0,0
653,B,0.18,0.598,0.223,0.3169,0.5,0.45,0.090909091,0.181818182,0,0.090909091,0.272727273,0.090909091,0.272727273,0.090909091,0.181818182,0.181818182,0,0,0,1,0,0,0,1
654,B,0,0.753,0.247,0.9151,0.3,0,0,0.066666667,0,0.033333333,0.1,0.066666667,0.2,0.033333333,0.033333333,0.166666667,1,0,0,1,0,0,0,1
655,B,0.048,0.713,0.24,0.8658,0.28,0.415714286,0.090909091,0.136363636,0,0.136363636,0,0.090909091,0.136363636,0,0,0.045454545,0,0,0,0,0,1,0,0
656,B,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0
657,B,0.124,0.825,0.052,-0.4767,-0.025,0.3,0.052631579,0.052631579,0,0.105263158,0,0,0.157894737,0,0,0.052631579,1,0,0,0,0,0,0,0
658,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
659,B,0,0.814,0.186,0.6259,0.1,0,0.111111111,0,0,0,0,0.111111111,0.111111111,0,0,0,1,0,0,0,0,0,0,0
660,B,0.221,0.779,0,-0.5267,-0.133333333,0.183333333,0.25,0.125,0.125,0.25,0,0.125,0,0,0,0,0,0,0,0,1,0,0,1
661,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
662,B,0.082,0.789,0.129,0.3182,0.113636364,0.272727273,0,0,0,0.0625,0.0625,0.0625,0.0625,0.0625,0,0,0,0,1,0,1,0,1,1
664,B,0,1,0,0,0,0,0,0.133333333,0,0,0,0,0.066666667,0,0,0.066666667,1,0,0,0,0,0,0,0
665,B,0.098,0.766,0.136,0.228,0.027777778,0.402777778,0.041666667,0.041666667,0,0.041666667,0.041666667,0.083333333,0.166666667,0,0.041666667,0.166666667,1,0,0,0,1,0,0,1
666,B,0.14,0.86,0,-0.5994,-0.025,0.175,0.058823529,0.176470588,0,0.411764706,0,0.176470588,0.117647059,0.058823529,0,0.176470588,1,0,0,0,0,0,0,0
667,B,0,0.888,0.112,0.7783,0.215740741,0.414814815,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,1,0,0,1
668,B,0.082,0.918,0,-0.6124,0.1,0.1,0,0.083333333,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,1,0,0
669,B,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
670,B,0.068,0.932,0,-0.4939,0.5,0.5,0,0,0,0,0,0,0.117647059,0,0,0,0,0,1,0,1,0,1,1
671,B,0,0.89,0.11,0.4939,0.2,0.4,0,0,0,0.066666667,0,0.066666667,0,0,0,0.133333333,1,0,0,0,0,0,0,0
672,B,0.205,0.716,0.079,-0.6249,0.225,0.35,0.071428571,0.071428571,0,0.071428571,0.071428571,0.214285714,0.071428571,0.214285714,0,0.142857143,1,0,0,0,0,0,0,0
673,B,0.108,0.892,0,-0.3182,-0.125,0.375,0,0,0,0,0,0.090909091,0,0,0,0,1,0,0,0,0,0,0,0
674,B,0.22,0.78,0,-0.7845,-0.052083333,0.34375,0.052631579,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0,1,0,0,0,0,0,0,0
675,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
676,B,0.081,0.809,0.11,0.2023,0,0,0,0.083333333,0,0.166666667,0,0.166666667,0.083333333,0,0,0.083333333,1,0,0,1,0,0,0,1
677,B,0.157,0.843,0,-0.6369,0.2,0.5,0,0.066666667,0.066666667,0.133333333,0,0.133333333,0.066666667,0,0,0.066666667,0,0,0,0,0,1,0,0
678,B,0,1,0,0,0,0,0,0.058823529,0,0,0.058823529,0,0.117647059,0,0.058823529,0.235294118,1,0,0,0,0,0,0,0
680,B,0,0.556,0.444,0.9432,0.616666667,0.741666667,0,0,0,0,0,0,0.133333333,0,0,0.066666667,1,0,0,1,0,0,0,1
681,B,0,0.925,0.075,0.2716,0.45,0.75,0,0.1,0,0,0.1,0,0.3,0,0,0.3,0,0,1,1,0,0,1,1
682,B,0.293,0.707,0,-0.4404,0,0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0,0.2,1,0,0,0,0,0,0,0
684,B,0.188,0.773,0.039,-0.8442,-0.04,0.253333333,0.034482759,0.137931034,0,0.068965517,0.068965517,0.137931034,0.137931034,0.068965517,0,0.103448276,0,0,0,0,0,1,0,0
685,B,0,0.844,0.156,0.8126,0.160714286,0.367857143,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0
686,B,0.113,0.681,0.206,0.3506,0.268181818,0.727272727,0.071428571,0.142857143,0.071428571,0.071428571,0,0.071428571,0.285714286,0,0,0.142857143,1,0,0,0,1,0,0,1
687,B,0,0.829,0.171,0.5423,0.433333333,0.591666667,0,0.166666667,0,0,0,0,0.333333333,0.166666667,0,0.166666667,1,0,0,0,0,0,0,0
689,B,0,1,0,0,0.101010101,0.444444444,0,0,0,0,0,0,0.071428571,0.071428571,0,0,1,0,0,0,0,0,0,0
690,B,0,0.826,0.174,0.6369,0.25,0.525,0,0,0.111111111,0,0,0.222222222,0.222222222,0,0,0.111111111,0,0,0,0,0,0,0,0
692,B,0,1,0,0,0.1875,0.4375,0,0.043478261,0,0,0.043478261,0,0.130434783,0,0,0.130434783,0,0,0,1,0,0,0,1
693,B,0,0.886,0.114,0.5574,0.227272727,0.545454545,0.055555556,0,0.055555556,0.055555556,0,0.055555556,0,0,0,0,1,0,0,0,0,0,0,0
694,B,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0
695,B,0,0.622,0.378,0.8442,0.3,0.266666667,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0.083333333,0.083333333,1,0,0,1,0,0,0,1
696,B,0.136,0.727,0.136,-0.0008,-0.075,0.558333333,0.047619048,0,0,0,0,0.047619048,0,0,0,0,1,0,0,1,0,0,0,1
697,B,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,1,0,0,0,0,0,0,0
698,B,0.1,0.825,0.075,-0.25,0.016666667,0.033333333,0,0.105263158,0,0,0.105263158,0.052631579,0.105263158,0,0.105263158,0.157894737,1,0,0,0,0,0,0,0
699,B,0,1,0,0,0.083333333,0.666666667,0,0,0,0,0,0.05,0,0.05,0,0,1,0,0,0,0,0,0,0
700,B,0.106,0.694,0.2,0.3182,0,1,0,0.071428571,0,0,0,0,0.071428571,0,0,0.071428571,0,0,0,1,0,0,0,1
701,B,0,0.695,0.305,0.8357,0.372727273,0.575,0,0,0,0,0.111111111,0.111111111,0.111111111,0,0,0,1,0,0,0,0,0,0,0
702,B,0.203,0.718,0.079,-0.6124,0,0.083333333,0.0625,0,0.0625,0.125,0,0.1875,0.0625,0.0625,0,0.0625,1,0,0,0,1,0,0,1
703,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
704,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
705,B,0,0.895,0.105,0.4019,0.125,0.625,0,0,0,0,0,0,0.071428571,0,0,0,1,0,0,0,0,0,0,0
706,B,0,0.596,0.404,0.7269,0.7,0.8,0,0.166666667,0,0,0.333333333,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0
707,B,0,0.892,0.108,0.5394,0.35,0.525,0,0.045454545,0,0,0,0,0.090909091,0,0.045454545,0.136363636,1,0,0,1,0,0,0,1
708,B,0,0.922,0.078,0.3182,-0.022222222,0.444444444,0,0,0,0,0,0,0,0.0625,0,0,1,0,0,0,0,0,0,0
709,B,0,0.865,0.135,0.4215,0,0,0,0,0,0,0.083333333,0,0.166666667,0,0.083333333,0.083333333,1,0,0,0,0,0,0,0
710,B,0,1,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
712,B,0,1,0,0,-0.083333333,0.033333333,0,0,0,0.071428571,0,0.071428571,0.071428571,0,0,0.071428571,1,0,0,0,0,0,0,0
715,B,0.175,0.71,0.115,-0.6227,-0.1,0.466666667,0.041666667,0.041666667,0.041666667,0.125,0.041666667,0.083333333,0.041666667,0.041666667,0.041666667,0.041666667,0,0,0,0,1,0,0,1
716,B,0.037,0.932,0.03,-0.0772,0,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,1,0,0,0,0,0,0,0
717,B,0.561,0.439,0,-0.9393,0,0,0.2,0.066666667,0.066666667,0.2,0,0.266666667,0,0.133333333,0.066666667,0,1,0,0,0,0,0,0,0
718,B,0,1,0,0,0.051666667,0.675,0,0,0,0,0,0,0.1875,0,0,0.125,0,1,0,0,0,0,1,0
719,B,0,0.92,0.08,0.3818,0.175,0.358333333,0,0.117647059,0,0,0.117647059,0,0.117647059,0.058823529,0,0.117647059,1,0,0,0,1,0,0,1
720,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
721,B,0,0.752,0.248,0.5106,0.133333333,0.288888889,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,1,0,0
722,B,0,1,0,0,0.05,0.5,0.090909091,0,0,0.090909091,0,0.090909091,0.090909091,0.090909091,0,0.181818182,1,0,0,0,0,0,0,0
723,B,0,0.914,0.086,0.3724,-0.083333333,0.25,0,0,0,0.041666667,0,0.041666667,0.083333333,0.041666667,0,0.083333333,0,0,0,1,0,0,0,1
725,B,0.071,0.667,0.262,0.6479,-0.125,0.375,0,0,0,0,0,0.125,0,0,0,0,0,0,1,1,0,0,1,1
726,B,0,1,0,0,0.318181818,0.477272727,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0
727,B,0.232,0.49,0.278,0.239,0.25,0.375,0.142857143,0.142857143,0.285714286,0.285714286,0,0.285714286,0.285714286,0,0,0.285714286,0,0,0,0,1,0,0,1
728,B,0.147,0.83,0.023,-0.717,0.1,0.2,0.043478261,0,0.043478261,0,0,0.043478261,0.043478261,0,0,0.043478261,0,0,0,1,0,0,0,1
729,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
730,B,0.404,0.596,0,-0.9815,-0.3,0.7,0.086956522,0.043478261,0.043478261,0.173913043,0.043478261,0.173913043,0.086956522,0.086956522,0.043478261,0,1,0,0,0,1,0,0,1
731,B,0,0.828,0.172,0.4404,0.288888889,0.344444444,0,0,0,0,0,0,0.142857143,0.142857143,0,0.142857143,0,0,1,1,0,0,1,1
732,B,0.239,0.493,0.268,0.1045,0.15,0.9,0,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0,0.4,1,0,0,0,1,0,0,1
733,B,0,1,0,0,0.136363636,0.454545455,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0
734,B,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
735,B,0.203,0.741,0.056,-0.7472,0.069444444,0.347222222,0.041666667,0.041666667,0.125,0,0.083333333,0.125,0.125,0,0,0.125,0,0,0,1,0,0,0,1
736,B,0,0.937,0.063,0.2732,0.101010101,0.277777778,0,0.0625,0,0,0,0,0.0625,0.0625,0,0,1,0,0,0,0,0,0,0
737,B,0,0.787,0.213,0.7579,0.2,0.8,0,0.090909091,0,0.090909091,0.090909091,0,0.090909091,0.090909091,0,0.090909091,1,0,0,0,0,0,0,0
738,B,0,0.886,0.114,0.5157,0,0.283333333,0,0.066666667,0.066666667,0,0,0.066666667,0.2,0.066666667,0,0.066666667,0,0,0,0,1,0,0,1
739,B,0.249,0.751,0,-0.6486,-0.125,0.375,0,0,0,0.111111111,0,0.111111111,0,0,0,0,1,0,0,0,0,0,0,0
740,B,0.095,0.73,0.175,0.3612,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,1,0,0
741,B,0.052,0.881,0.067,0.1548,0.008333333,0.516666667,0,0,0,0.041666667,0,0.041666667,0.041666667,0,0,0.083333333,1,0,0,0,0,0,0,0
742,B,0.177,0.721,0.103,-0.5391,-0.25,0.75,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.095238095,0.142857143,0.047619048,0.047619048,0.095238095,1,0,0,1,0,0,0,1
744,B,0,1,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
745,B,0,1,0,0,0.16,0.54,0,0,0,0,0,0,0.111111111,0,0,0.111111111,1,0,0,0,0,0,0,0
746,B,0.095,0.807,0.098,-0.2263,0.025,0.475,0.045454545,0.045454545,0.045454545,0.045454545,0,0.045454545,0.181818182,0.045454545,0.045454545,0.090909091,1,0,0,0,0,0,0,0
747,B,0.111,0.889,0,-0.3612,-0.5,1,0.090909091,0,0.090909091,0.181818182,0,0.181818182,0.090909091,0.090909091,0,0,0,0,1,1,0,0,1,1
748,B,0,0.822,0.178,0.6705,0.3,0.3,0,0,0,0.034482759,0,0.068965517,0.103448276,0,0,0.034482759,0,0,0,0,0,1,0,0
749,B,0,0.923,0.077,0.128,0.1,0.166666667,0,0,0,0,0,0,0.4,0,0,0.3,1,0,0,0,0,0,0,0
750,B,0,1,0,0,0.25,0.25,0.0625,0.0625,0,0.125,0,0.125,0.125,0.0625,0,0.125,1,0,0,0,0,0,0,0
751,B,0.078,0.816,0.106,0.1779,0.1,0.202777778,0,0.076923077,0,0.076923077,0,0,0,0,0,0,1,0,0,0,0,0,0,0
752,B,0,0.784,0.216,0.5106,0,0,0,0,0,0,0,0,0.222222222,0,0,0,1,0,0,1,0,0,0,1
753,B,0.162,0.838,0,-0.8431,-0.055555556,0.166666667,0,0.032258065,0,0.064516129,0.032258065,0.064516129,0.129032258,0,0.032258065,0,0,0,1,1,0,0,1,1
754,B,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0.111111111,0,0,0,1,0,0,0,0,0,0,0
755,B,0.371,0.629,0,-0.962,-0.183333333,0.283333333,0.071428571,0.071428571,0.071428571,0.107142857,0,0.142857143,0,0.071428571,0.071428571,0,0,0,1,1,0,0,1,1
756,B,0,0.911,0.089,0.34,0.333333333,0.5,0.071428571,0.071428571,0,0.142857143,0,0.071428571,0.285714286,0,0,0.142857143,1,0,0,0,0,0,0,0
757,B,0.086,0.743,0.171,0.5994,0.113636364,0.272727273,0,0,0,0,0,0.033333333,0.066666667,0.033333333,0,0.033333333,1,0,0,1,0,0,0,1
758,B,0,1,0,0,-0.125,0.375,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,1,0,0,1
759,B,0.093,0.85,0.057,-0.2023,0.11,0.74,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0,0.045454545,0,0,1,0,0,0,0,0,0,0
760,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,0,0,0,0,0,0,0,0
761,B,0.043,0.957,0,-0.1531,-0.25,0.5,0,0.105263158,0,0.105263158,0.105263158,0.105263158,0.157894737,0,0,0.157894737,1,0,0,0,0,0,0,0
762,B,0.145,0.855,0,-0.5994,0,0,0.153846154,0.153846154,0.076923077,0.230769231,0,0.230769231,0.076923077,0.230769231,0.153846154,0.076923077,0,0,1,0,0,0,1,0
763,B,0.077,0.711,0.211,0.6808,0.266666667,0.6,0.047619048,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,1,0,0
764,B,0,0.798,0.202,0.5106,0.25,0.333333333,0,0.125,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0
765,B,0.18,0.82,0,-0.5106,0.25,0.333333333,0,0.111111111,0,0,0.222222222,0.111111111,0.222222222,0.111111111,0,0.111111111,1,0,0,0,0,0,0,0
766,B,0.143,0.857,0,-0.128,0.1,0.1,0.2,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,1,0,0,1
767,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
768,B,0,1,0,0,0.6,0.9,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
769,B,0,1,0,0,0,0,0,0.111111111,0,0,0,0,0.111111111,0,0,0,1,0,0,0,0,0,0,0
770,B,0.266,0.734,0,-0.7845,-0.3,0.4,0,0,0,0,0,0.090909091,0.090909091,0.090909091,0,0,1,0,0,0,0,0,0,0
771,B,0,1,0,0,-0.6,1,0,0,0,0,0,0.166666667,0.166666667,0,0,0.166666667,1,0,0,0,0,0,0,0
772,B,0,0.791,0.209,0.5719,1,1,0,0.142857143,0,0,0.142857143,0,0.285714286,0,0,0.142857143,0,0,0,1,0,0,0,1
773,B,0,0.909,0.091,0.25,0.2,0.3,0,0,0,0.071428571,0,0.071428571,0.214285714,0,0,0,1,0,0,0,0,0,0,0
774,B,0,0.561,0.439,0.8225,0,0,0,0,0,0,0,0,0.222222222,0,0,0.111111111,0,0,0,1,0,0,0,1
775,B,0,0.843,0.157,0.6596,0.075,0.533333333,0,0,0,0,0,0.117647059,0.117647059,0,0,0.117647059,0,0,0,0,1,0,0,1
777,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
778,B,0,0.76,0.24,0.783,0.4,0.3,0,0.111111111,0,0,0.055555556,0,0.222222222,0,0.055555556,0.222222222,0,0,0,0,1,0,0,1
779,B,0.046,0.802,0.153,0.4211,0.140692641,0.33008658,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,1,0,0,0,1
780,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
781,B,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
782,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,1,0,0,0,0,0,0,0
783,B,0,0.788,0.212,0.6369,0.136363636,0.454545455,0,0.076923077,0,0,0,0,0.307692308,0,0,0.076923077,1,0,0,0,0,0,0,0
784,B,0.049,0.894,0.057,0.1022,0.275,0.5,0,0,0,0,0,0,0.076923077,0,0,0.153846154,0,0,0,1,0,0,0,1
786,B,0,1,0,0,0.318181818,0.477272727,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0
787,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
788,B,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0
789,B,0.169,0.831,0,-0.6486,0,0,0.1,0.05,0.1,0.15,0,0.25,0.2,0,0.05,0.1,0,1,0,0,0,0,1,0
791,B,0.245,0.755,0,-0.8316,-0.258333333,0.15,0,0,0.076923077,0.076923077,0,0.076923077,0,0.076923077,0,0,0,0,0,0,1,0,0,1
792,B,0.029,0.751,0.22,0.827,0.195555556,0.888888889,0.05,0,0.05,0.1,0.05,0.05,0.25,0.05,0,0.2,0,1,0,0,0,0,1,0
794,B,0,0.65,0.35,0.5106,0,0,0,0,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
796,B,0.197,0.736,0.066,-0.8515,0.3,0.833333333,0.04,0,0.04,0.04,0,0.04,0.04,0.04,0.04,0.04,1,0,0,0,0,0,0,0
797,B,0,0.833,0.167,0.8126,0.25,0.2375,0.045454545,0.045454545,0,0,0,0,0.181818182,0,0,0.181818182,0,0,0,0,1,0,0,1
798,B,0,0.894,0.106,0.4754,0.333333333,0.666666667,0.071428571,0.071428571,0,0,0,0.142857143,0,0,0,0,0,0,0,1,0,0,0,1
799,B,0,0.796,0.204,0.3182,0.3,0.75,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,0,0,0,0
800,B,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0
